Company,items,industry,description
팜젠사이언스,의약품 외,의약품 제조업,"기업개요
동사는 1966년 설립되어 경기도 화성시에 본점을 두고 의약품제조 및 도소매유통을 영위하고 있으며 1990년 유가증권시장에 상장됨.
동사는 치료제 중심의 의약품 제조 및 판매 업체로 순환기, 소화기, CNS약물, 항생제 등의 전문의약품과 오랜 전통을 이어온 미가펜, 네프리스 등의 일반의약품을 중심으로 내수 시장에 집중하고 있음.
동사의 주요 제품으로는 고혈압 치료제 바르디핀정, 고지혈증 치료제 리바틴정, 크바스틴정 등이 있음.
출처 : 에프앤가이드"
하나제약,완제의약품,의약품 제조업,"기업개요
동사는 1978년 전신인 우천제약으로 설립되어, 1996년 하나제약으로 상호 변경하였음.
다년간 마약성진통제, 마취의약품 시장에서 선두권에 위치해 있으며 순환기의약품, 진통제 등 360여개의 다양한 의약품을 통해 전방위적인 전문의약품 사업을 하고 있음.
또한 난용성 약물 서방화 기술, 확산제어형 서방화 기술, 복합제제 제조 기술, OROS제제 기술과 관련한 특허를 보유하고 있으며, 고부가가치 신약 개발에도 정진하고 있음.
출처 : 에프앤가이드"
한컴라이프케어,"공기호흡기, 방독면, 보호복 등",의료용 기기 제조업,"기업개요
동사는 재난 극한 상황에서 작업자의 생명을 보호하는 목적으로 호흡기, 피복류, 헬멧, 장화, 장갑 등 개인용 안전장비를 생산 및 판매함.
주요 제품은 '소방장비 구매분야'의 호흡보호장비(공기호흡기), 구조장비, 구급장비에 해당되는 것들임.
동사의 제품은 소방/군/경찰용 안전장비를 위주로 질병관리청, 방위사업청 등 정부에 납품되거나, 화학/중공업(선박업)을 영위하는 일반 기업체(산업현장)에서 개인 안전장비로 활용됨.
출처 : 에프앤가이드"
EDGC,유전체 분석 진단 서비스,자연과학 및 공학 연구개발업,"기업개요
동사는 cfDNA기반 액체생검 중 가장 고난이도인 메틸레이션 분석기술을 보유한 최첨단 기술기업임. 또한 인간유전체데이터의 글로벌 표준을 만든 유일한 아시아 유전체 기업임.
주요 상품은 개인맞춤형 헬스케어서비스인 유후(YouWho), 건강검진시 혈액으로 조기에 암검진을 하는 세계 최초 액체생검진단인 온코캐치E가 있음.
2020년 8월 이디지씨헬스케어의 흡수합병을 통하여 체외진단 시약 및 체외진단장비 분야로도 사업영역 확장 중.
출처 : 에프앤가이드"
HLB,"의료기기, 의약외품 등",의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사와 Elevar(LSK Biopharma)는 다양한 신약개발 및 임상경험을 보유하고 있는 글로벌 의약품 전문회사임.
동사의 복합소재사업부는 LifeBoat, 특수선박, GRP 파이프 및 조선기자재를 생산하고 있음.
헬스케어사업부는 체외진단의료기기 등을 제조, 판매하는 체외진단 의료기기 및 의약외품을 제조하는 사업부이며, ENG사업부는 LifeBoat & Davit, 특수선박 및 GRP/GRE PIPE를 제조, 판매함.
출처 : 에프앤가이드"
HLB생명과학,"ESCO 사업, 신재생에너지 사업",의료용품 및 기타 의약 관련제품 제조업,"기업개요
체외 진단용 의료기기 개발 및 제조, 의약외품의 구성품 개발 및 완제품 위탁생산을 하는 메디케어사업을 주요 사업으로 영위하고 있음.
신규사업의 일환으로 3개의 신규한 기전의 항암 신약 물질에 대한 국내 전용실시권을 보유하고 있음.
에너지 사업부문은 ESCO사업을 통해 경험한 소각플랜트 수행실적을 바탕으로 부산 소재의 산업용 폐기물 중간처분업체를 인수하여 정상화 작업을 위한 EPC사업을 진행 중.
출처 : 에프앤가이드"
대한약품,수액제,의약품 제조업,"기업개요
동사는 수액제 전문의약품 제조, 판매업체로, 기초 의약품인 수액제와 앰플제, 환자들의 비경구 영양 보충을 위한 영양수액제 등을 주로 생산 판매하고 있음.
약국시장부문에서도 렌즈세척액, 다용도 세척을 위한 염화나트륨액등을 판매함.
2014년 자동화 창고 및 신공장 건물 완공, 2016년도 수액백 제품 자동화 생산라인을 구축 등 지속적인 시설 투자를 통해 제품재고 확보 및 원가절감 효과를 보고있음.
출처 : 에프앤가이드"
바이오플러스,"생체재료 개질 기술을 사용한 히알루론산(HA) 기반 더말필러, 유착방지제 및 그 응용제품",기초 의약물질 및 생물학적 제제 제조업,"기업개요
히알루론산을 주재료로 하는 의료기기인 더말 필러, 유착 방지제 등의 연구 개발 및 제조, 판매를 주요 사업으로 영위.
동사는 사업 초기부터 파트너사를 통한 국내외 시장 진출 및 수출 증대를 추진하고 있으며, 이를 위해 기술주도 Brand Launching 판매전략을 채택하여 운용.
최근 국내 영업 활성화를 위해 최적화된 영업조직을 구축하여 직접 판매 영역을 강화하고, 역량 있는 파트너사와의 유기적 영업 활동을 진행해 오고 있음.
출처 : 에프앤가이드"
바이젠셀,"면역세포치료제 (면역항암제, 면역조절치료제 등)",자연과학 및 공학 연구개발업,"기업개요
동사는 신규 의약품 등의 연구개발, 면역세포치료제 의약품 등의 개발과 제조 사업 등을 영위하고 있는 바이오 벤처회사임.
다양한 종양과 난치성 질환을 치료하는 플랫폼 기술을 활용하여 세포 치료제 전문기업으로의 성장 비전을 수립하고 있음.
산모와 태아 사이의 면역관용을 유지하기 위해 풍부한 면역조절 환경에 있는 제대혈에서 줄기세포를 이용한 세계 최초의 골수성 억제세포(MDSC) 증식에 성공하여 면역억제 세포치료제 상용화 단계에 있음.
출처 : 에프앤가이드"
뷰웍스,X-Ray Detector,의료용 기기 제조업,"기업개요
동사는 엑스레이 디텍터(detector)와 산업용 카메라 등 이미징 솔루션을 개발, 제조, 판매함.
동사의 주요 품목으로는 정지영상 엑스레이 디텍터와 치과용 등의 다양한 동영상 엑스레이 디텍터, 그리고 산업용 엑스레이 디텍터 및 산업용 카메라 등이 있음.
영상의학 장비의 첨단화 추세 속에서 의료용 이미징 솔루션 기술은 기존의 아날로그 장비가 디지털 장비로 교체되는 과정에서 핵심적인 역할을 하고 있음.
출처 : 에프앤가이드"
비올,의료기기,의료용 기기 제조업,"기업개요
미용목적의 의료기기를 연구, 개발 및 제조, 판매하는 사업체
동사는 2010년 Scarlet을 개발 및 출시하였고 아시아 및 중동 지역으로 해외 판로 개척을 위하여 초기부터 적극적으로 전시회참여 및 투자를 실행함.
동사의 매출구성은 의료기기 장비 약 70.91%, 의료기기 소모품 약 28.2%, 기타 약 0.76%, 개인용 미용기기 약 0.13%로 이루어져있음.
출처 : 에프앤가이드"
삼천당제약,"하메론, 아토로우",의약품 제조업,"기업개요
동사는 1943년 의약품 제조업 및 판매업을 사업목적으로 하여 설립되었음.
1985년 경기도 화성시 향남제약단지내에 KGMP공장을 준공하여 항생제, 순환기질환치료제,소화기질환치료제 및 안약류 등 처방위주의 전문의약품을 생산/판매함.
종속회사인 옵투스제약은 점안제 및 안과용제 등 의약품 제조 및 판매를, SCD US, INC는 미국 등 북미지역에서 기타 금융투자업, 수출품목 인증 및 승인을 목적으로 설립된 회사.
출처 : 에프앤가이드"
서린바이오,생명과학연구기기및시약,기타 전문 도매업,"기업개요
동사는 1984년에 서린과학으로 설립되어 2000년 현재의 사명으로 사명변경하였으며 2005년에 코스닥 시장에 주권을 상장함.
라이프 사이언스 토탈솔루션, 위생/살균 솔루션, 친환경 대기오염저감 바이오필터 시스템 개발, 헬스케업 사업을 영위함.
연결대상 기업으로 메디컬에스테틱 제조업체인 서린메디케어, 기능성 화장품 전문회사인 제노자임, 투자회사인 더블케이W투자조합이 있음.
출처 : 에프앤가이드"
세종메디칼,복강경수술용 투관침 등,의료용 기기 제조업,"기업개요
동사는 2010년 8월 3일에 설립되어 의료용 기기(복강경 수술 기구 등) 제조 및 조립업을 영위하고 있음.
한편 동사는 Trocar를 비롯한 다양한 수술 기구 개발 및 생산 경험을 보유. 향후 급변하는 복강경 수술 시장에 대응할 수 있는 기술력을 갖춘 셈임.
복강경수술 기구인 LapSingle Plus는 로봇수술 발전과 함께 관심이 높아지고 있으며, 일회용 생체검사용 도구인 LapBag는 국내 의료현장에서 고유명사처럼 사용됨.
출처 : 에프앤가이드"
셀레믹스,타겟캡처키트,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 혁신적인 차세대 클로닝 기술인 MSSIC 기술과 세 가지 제품화 기술을 개발하여 Target Capture 키트 ,면역 레퍼토어 분석 솔루션, 차세대 시퀀싱 솔루션 사업을 수행.
동사의 제품은 병원, 수탁검사기관, 제약사, 종자회사, 연구소 등 바이오산업의 주요 기관들에 공급됨.
동사의 제품은 진단, 신약개발, 종자개발, 합성생물학, 마이크로바이옴, 학술연구 등 폭넓은 곳에서 가치를 만들어 내는 데 필수적인 소재로 사용됨.
출처 : 에프앤가이드"
셀리드,항암면역치료백신,자연과학 및 공학 연구개발업,"기업개요
동사는 2006년 12월에 설립된 연구중심의 항암면역치료백신 및 COVID-19 예방백신 개발 전문 바이오벤처기업임.
현재 보유하고 있는 파이프라인은 항암면역치료백신 기반기술인 CeliVax와 아데노바이러스 벡터 기반 감염병 예방백신 기반기술인 Ad5/35 등이 있음.
2020년 11월 30일 백신&세포유전자치료제 GMP센터를 완공, 현재 제품의 임상 단계에 필요한 생산과 향후 GMP 인증 후 시판 예정인 제품의 생산능력을 보유.
출처 : 에프앤가이드"
수젠텍,체외진단 기기 및 시약,의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사는 BT/IT/NT 융합기술 기반 국내 유일의 Lab, POCT, 홈테스트 영역의 진단 플렛폼과 혁신적인 제품을 라인업하여 개발, 판매하는 체외진단 전문회사로 19년 5월 코넥스시장에서 코스닥시장으로 이전상장함.
동사의 다중면역블롯 플랫폼 기술을 기반으로 알레르기, 자가면역, 치매 검사 등 다양한 제품 개발 및 사업화 진행 중임.
매출구성은 제품 약 98.18%, 상품 매출 약 1.82% 로 이루어져 있음.
출처 : 에프앤가이드"
시너지이노베이션,카메라 어플리케이션 프로세서(CAP),의료용 기기 제조업,"기업개요
동사는 미생물배양배지 제조 및 판매 사업을 영위하고 있으며, 2020년 코로나19 팬데믹에 대응하여 바이러스 수송배지를 개발하여 판매하고 있음.
미생물 배양배지는 주로 병원에서 환자의 감염증 진단과 제약회사 등의 무균 공정에서의 미생물 오염 측정을 위해 사용됨.
자회사 노비스바이오(주)를 통해 건강기능식품 사업 등을 영위하고 있으며, 스텐트 등 의료기기 제조, 판매 사업을 영위하고 있는 (주)엠아이텍은 매각함.
출처 : 에프앤가이드"
신일제약,"디펜플라스타, 맥스케어, 트레스, 리피칸",의약품 제조업,"기업개요
동사는 1971년 설립되었으며, 의약품 제조 및 판매를 주요 사업으로 영위하고 있음.
정제, 캡슐제, 시럽제, 연고/크림제, 주사제, 플라스타제 및 패취제 등 다양한 의약품을 의료기관 등에 공급하고 있음.
다품종 제품 생산 노하우와 우수한 품질관리 시스템을 바탕으로 CMO사업(타 제약사 대상)을 영위하고 있으며 자체 생산설비를 갖추고 의약외품 사업(마스크)을 진행하고 있음.
출처 : 에프앤가이드"
씨티씨바이오,"동물용항병원성제품, 생균효소제",의약품 제조업,"기업개요
1996년 설립된 동물약품, 인체약품, 사료첨가제 및 단미보조사료, 건강기능성식품 제조, 판매업체로 2002년 2월에 코스닥증권시장에 상장함.
동사는 미생물발효기술, 약물코팅기술, 약물전달기술등 다양한 핵심기술을 보유하고 있으며, 이러한 기술을 접목한 제품개발이 이루어지고 있음.
동사의 매출구성은 인체약품군 약 56.01%, 동물약품군 약 43.99%로 구성되어 있음.
출처 : 에프앤가이드"
